Timestamp,Name something parents miss about their pre-baby lives,Name something new parents constantly buy,Name an event parents do not want to miss in their child's life,Name something people do to entertain a baby,Name a good toy for a new baby,Name something that's cute when a baby does it but not when an adult does it,Name a reason the baby might be crying,Name something new parents will try to do when the baby's asleep,Name a place where people hope not to have a baby sitting near them,Name a situation you don't want to be in when your water breaks,"The parents just said ""oh no!"" ...what did the baby do?","If you could go back to being a baby for a day, name something you'd enjoy the most",Name something your partner does that's just like a baby,Name something you would not want a babysitter doing on the job,"Name something a baby shouldn't touch, but might try to"
4/6/2023 8:12:55,Free time,Diapers,Graduation ,Peek a boo,Stuffed animal,Fart,Hungry,Sleep,Movie theater,Working,Blowout,Snuggles,Always hungry,Sleeping,Outlets
4/6/2023 8:15:27,A full night's sleep,Diapers,First steps,Sing,Mom's hair,Get food all over their face,Hungry,"The ""deed""",Movie theater,Driving,Poop-splosion,Full body hugs,Cry until they get their way,Sleeping,Cats butthole
4/6/2023 8:15:58,Sleep,Wipes,First word,Peek-a-poo,Crinkly book,Farting,Tired,Tired,Cinema,On a plane,Blowout,Sleeping in Mum or Dads arms,Falls asleep in the car,Sleeping,Moms eyeballs
4/6/2023 8:16:08,Sleep,Diapers,First smile,Blow raspberries,Rattle,Farts,Overtired,Eat,Airplane,Grocery shopping,Blow out,Snuggles,Snores,Drinking,Mommy's coffee
4/6/2023 8:18:30,Freedom to just go,Baby clothes,First steps,Play music,Silicone straw teethers,Fart,Hungry,Spend time together ,Movie theater,Work meeting,Grabbed a cord,Having every need catered to,Complain,Kissing baby,Outlet
4/6/2023 8:20:52,Sex,Diapers,Walking,Babble,Rattle,Cries,Hungry,Sleep,Church,Work,Blow out,Sleeping ,Whines,Sleeping,Knife
4/6/2023 8:28:48,Sleep ,Coffee,First steps,Sing,Rattle,Burp,Hungry ,Nap,Plane,On stage,Blowout,Cuddling,Whine,Drinking,Outlet
4/6/2023 8:33:41,Sleeping in ,Diapers,First steps,Make funny faces,Rattle,Cries ,Hungry,Sleep,Plane,Job interview,Pooped,Getting carried ,Snores,Drugs,Hot stove 
4/6/2023 8:42:24,Sleep,Diapers,Birthday,Make faces,Rattle,Fart,Hungry,Sleep,Movie theater,Work meeting,Blow out poop,Sleep,Poops a lot,Drinking,Electrical outlets
4/6/2023 8:43:26,Going out with friends,Take out,First steps,Sing,Toy key ring,Fart ,Hungry,Chores ,Restaurant,Driving,Blow out,Sleeping,Sneeze,Snapchat,Cat's tail
4/6/2023 8:43:35,Sex,Diapers,Birthday,Baby talk,Crinkle Book,Shit their pants,Hungry,Not make a noise.,Strip club,Running a marathon,Dropped their toy.,The cuddles,Her eyes smile when her mouth does.,Drugs,Candle
4/6/2023 8:44:01,Seeing friends,Diapers,First steps,Sing,Ball,Drools,Tired,Sexy time,Airplane,Shopping,Poop/blowout,Being held/cuddles,Sleep,Drinking,Mamas coffee
4/6/2023 8:44:12,Sleeping in late,Take out food,First steps ,Make faces,Stuffed animal,Farting,Too tired ,Dishes,Restaurant ,On an airplane,Put something gross in its mouth,Nap time ,Farts,Inviting the boyfriend over,Electric socket
4/6/2023 8:44:31,Sleeping in,Baby wipes,First birthday,Silly noises,Sophie the Giraffe,Farts,Hungry,Shower,Airplane,Out to eat,Blowout,Napping,Makes a mess,Drinking,Oven
4/6/2023 8:45:16,Sleeping in,Coffee,First step,Make funny faces,Rattle,Fart,Hungry,Relax,Airplane,Giving a presentation at work,Blowout ,Snuggles,Naps,Drugs,Knife 
4/6/2023 8:46:13,Sleep,Diapers,First word,Sing,Black and white book,Fart and cough at the same time,Hungry,Clean,Theatre,Mall fitting room,Poop through their outfit,Sitting outside,Fall asleep instantly,Having a date over,Electrical socket 
4/6/2023 8:56:13,Sleep,Diapers,First Steps ,Baby Talk,Rattle,Fart,Hungry,Scroll Social Media,Movie Theater,At Work,Spit up,Being Carried,Sleeps,Smoking,Cords
4/6/2023 8:57:35,Sleep,Diapers,First steps,Peekaboo,Rattle,Pooping on themselves,Hungry,Clean,Plane,Driving,Broke something,Eating,Sleeps all day,Drinking,Anything expensive
4/6/2023 8:59:53,Ability to be alone,Diapers,First steps,Make funny faces/peek a boo,Stuffed animal rattle,Farts,They’re hungry,Clean,Movie theater,On a road trip,Had a blowout,Sleeping all the time,Gets cranky when hungry ,Smoking,A hot stove
4/6/2023 9:04:27,Free time,Diapers,First steps,Peek-a-boo,Play gym,Grab boob,Hungry,Watch TV,Airplane,Far from home,Leaked diaper,Sleeping,Tantrums,Drinking,Power outlet
4/6/2023 9:04:36,Sleep,Nappies/diapers,Graduations,Sing songs ,Teether,Fart,Hungry,Have sex (can clean when baby is awake but intimacy is HARD),Airplane ,Bed (the idea of ruining my mattress fills me with dread),Put something in their mouth they shouldn't ,Being carried about ,Messy eater (this was a hard one!!),Smoking,Fire place/ fire
4/6/2023 9:04:42,Freedom ,Coffee,Walking,Sing,Piano mat,Fart,Tired,Eat,Plane,At work,Spit up,Naps,Grumpy when tired,Sleeping,Poop
4/6/2023 9:08:20,Sleep,Diapers,First steps,Make silly faces,Lovie,Burp,Hungry,Sleep,Airplane,Wedding ,Dropped pacifier,Sleeping,Needs attention ,Napping,Poop
4/6/2023 9:11:35,Sleep,Diapers,1st word,Make faces,Rattle,Fart,Gassy,Eat Something,Airplane,At work,Poop through diaper,Sleep,Constantly Hungry,Drinking,Electrical Outlet
4/6/2023 9:13:47,Sleep,Diapers,First words,Make the baby dance,Rattle,Fart,Hungry,Sleep,Movie theater ,Presidential Address,Start crying ,Be carried around ,Noises during sleep,Taxes,Hot food
4/6/2023 9:14:08,Sleep,Diapers,Birthdays,Baby talk,Spoon,Farts,Hungry,Clean,Plane,Work,Spit up,Stroller rides,Whines,Sleeping,Stove
4/6/2023 9:14:29,Freedom,Diapers,First steps,Make silly faces,Fischer Price Piano,Fart,Hunger,Sleep,Bathroom,Shopping,Diaper blowout,Sleeping,Stink,Ignoring baby,Outlet
4/6/2023 9:21:26,Quiet,Diapers,First steps,Peekaboo ,Ball,Run around naked,Tired,Sleep,Movie,At the dmv,Puke on them,No responsibilities ,Whine when they're hungry,Drinking,Dog poop
4/6/2023 9:23:46,Sleep,Diapers,First smile,Keeka boo,Rattle,Fart,Hungry,Nap,A plane,Driving a car,Spill something ,Being cradled,Fart,Smoke,His poop
4/6/2023 9:24:28,Sleep,Coffee,Wedding,Peekaboo,Rattle,Farts,Hungry,Sleep!,Airplane,Giving a lecture,Poop,Living in the moment,Gets grumpy,Smoking,Electrical wires
4/6/2023 9:25:48,Sleep,Diapers,First steps,Sing,Rattle,Farts,Tired ,Sex,Restaurant ,Shopping ,Blowout ,Cuddles,Makes a mess,Smoking,Electric outlet
4/6/2023 9:27:47,Sleep,Clothes,First steps,Make faces,Crinkle toys,Farts,Hungry,Eat,Airplane,Traffic,Blowout,Naps,Gas,Sleeping,Animals
4/6/2023 9:30:01,Sleep,Diapers,First steps,Make funny faces,Mobile,Farting,Hungry,Clean the house,Airplane,Work,Spit up,No responsibilities,Gets cranky when tired,Drinking,The stove
4/6/2023 9:35:26,Naps ,Diapers/Wipes ,First Steps ,Sing Songs ,Rattle ,Fart,Hungry ,Clean,Airplane ,Heavy Traffic ,Spit Up ,Napping ,Cries ,Sleeping ,Poopy Diaper 
4/6/2023 9:37:49,Sleep,Baby Clothes,Birthday,Peek a boo,Crinkle toys,Farts,Baby is hungry,Clean ,Airplane ,At work ,Spit up ,Being held all day ,Farts,Having company over ,Electric outlet 
4/6/2023 9:41:42,Sleeping in on the weekend,Diapers,Their birth,Read to them,Teether,Toots,Hungry,Ten second tidy,Planned Parenthood,Stuck in traffic (fabric seats),Blowout ,Naps!,Toots,Drugs,Pets buttholes
4/6/2023 9:42:32,Sleep,Diapers,First words,Funny faces,Lovey,Grunts,Hungry,Sleep,Airplane ,At the DMV,Fell over,Naps,Fusses,Smoking,Outlet
4/6/2023 9:49:03,Freedom,Diapers,Birthday,Sing,Rattle,Farts,Scared,Sleep,Plane,Working,Hurt themselves,Sleeping,Cry,Drinking,Knife
4/6/2023 9:55:59,Sleep,Diapers ,First words,Peek a boo,Teether ,Fart,Hungry,Sleep,Restaurant,Driving ,Dropped the binky,Sleeping,Gets food on themselves ,Drinking alcohol ,The cat/dog
4/6/2023 9:57:03,Going out whenever they want,Pacifiers,First time eating birthday cake!,Play peekaboo,Rattle,Grabbing your fingers to stick them in their mouth,Dirty diaper,Get frisky!,Movie theater,(Driving) during a roadtrip,Threw their food,Getting nursed to sleep,Always wants my boobs!,Drinking,Hot stove
4/6/2023 9:58:47,Sleep,Diapers,First word,Dance,Tags on anything ,Roll around ,Dirty diaper ,Clean ,Movie theater ,Car ,Made a mess,Being carried ,Sleep,Having other over,Phone
4/6/2023 9:59:37,Sleep ,Diapers,Birthday ,Make up songs,Rattle ,Fart while eating ,Bored,Clean ,Airplane ,Driving ,Had a blowout ,Sleeping ,Fart,Drinking,Wall outlet 
4/6/2023 10:02:24,Alone time ,Diapers ,First steps,Play music,Rattle ,Sucks their thumb,Gas,Sleep ,Restaurant ,Grocery store,Spit up ,Napping ,Poops,Watching tv ,Outlets 
4/6/2023 10:03:50,Sleep,Diapers,First steps,Make silly faces,Rattle,Passes gas,Tired,Eat,Restaurants,Out shopping,Have a blowout,Colorful videos,Whines about food,Sleeping,Power outlet
4/6/2023 10:04:43,Happy hour,Clothes,First words,Read,Book,Throw food,Took away a toy,Shower,Play ,Giving a speech,Fell ,Running and jumping in furniture,Make messes,Ignoring baby,Glasses
4/6/2023 10:06:47,Sleep,Coffee,First steps,Dance,Play gym,Poop it's pants,Hungry,Sex,Bar,Traffic,Spilled coffee,Everything's new,Noisy sleeper,Smoking,Fire
4/6/2023 10:09:18,Alcohol,Diapers,First Smile/laugh,Dance,Kick and play piano gym,Poops,Tired,Clean,Airplane,In public ,Dropped the pacifier in the middle of the night,Cuddles,Whines ,Drinking alcohol /sleeping,Oven
4/6/2023 10:14:52,Sleep,Diapers,First steps,Make goofy faces and sounds,High contrast cards,Having food all over your face,Hungry,Sleep,Airplane,At work,Dropped a toy ,No responsibilities,Doesn’t listen,Talking to friends on the phone,Outlet
4/6/2023 10:15:08,Sleeping in til noon,Cute outfits that are never worn ,First words,Funny faces,Kick piano,Chew on their toes,Hungry ,Get intimate ,Airplane,Driving the car,Diaper blowout ,Someone else meeting my needs,Moody when hungry ,Smoking ,Cell phone
4/6/2023 10:16:15,Free time,Diapers,First steps ,Peek a boo,Sophie the Giraffe,Drooling ,Hungry,Sleep,Airplane,Sexytime,Blowout,No responsibilities,Drooling,Having partner over,Everything
4/6/2023 10:16:17,Sleeping on our own schedule,Formula,Birth of child,Play with toys,O ball or rattle,Poop themselves,Hungry,Sleep,Movie theater ,Hiking,Spit up ,Sleeping ,Burp ,Drugs,Electrical outlets 
4/6/2023 10:17:39,Sex,Diapers,First steps ,Make faces ,Rattle ,Burp ,Overtired ,Sleep,Airplane ,On a transatlantic flight ,Diaper blowout ,Sleep ,Cries,Drinking ,Electrical outlet 
4/6/2023 10:24:37,Sleep,Diapers,Talking,Sing,Kick n play cult piano,Drools,Hungry,Shower,Airplane,Flying,Spit up,Being rocked to sleep,Gets grumpy when hungry,Drinking,Fire
4/6/2023 10:25:33,Sleep ins,Takeaway food,Graduation ,Peekaboo ,Rattle,Fart,Teething ,Sleep,Plane,Shopping ,Poop,Being rocked to sleep , Drool,Drugs,Poop
4/6/2023 10:26:08,Privacy,Laundry detergent ,First smile,Sing,Rattle,Fart,Sleepy,Rest,Airplane,Driving ,Spit up,No responsibility ,Giggles at random things,Sleeping,Hot food 
4/6/2023 10:27:29,going out,diapers,wedding,peek-a-boo,rattle,toots,hungry,sex,airplane,at work,big poop (blowout),sleeping,makes messes,sleeping,stove
4/6/2023 10:27:33,Alone time,Diapers,First steps,Make silly faces,Rattle,Nurses,Hungry,Sleep,Airplane,At work,Spit up,Napping,Sleeps,Sleeping,Hair
4/6/2023 10:29:47,Sleep,Diapers,First steps,Sing ,Rattle,Fart,Hungry ,Sleep,Airplane,At work,Spit up,Cuddles,Farts,Sleeping,Knives
4/6/2023 10:30:43,Sleep,Children's Clothes,First steps walking,Sing,Stuffed animal,Fart,Wet diaper,Clean the house,Airplane,Driving,Blow out diaper,Sleeping,Leave a mess,Drinking,Stove
4/6/2023 10:36:54,Sleep,Diapers ,Walking ,Sing,Teethers,Fart! ,Hungry,Sleep,Roller coaster ,On an airplane,Threw up,Contact naps ,Sleep wiggles,Drugs,Knife 
4/6/2023 10:37:54,Sleep,Takeout,First steps,Make funny faces,Rattle ,Hold your finger,Dirty diaper,Have sex,Airplane,At work,Diaper blowout,Cuddles,Play with my boobs,Sleeping,Hot stove
4/6/2023 10:39:54,Time alone,Clothes,First words,Talk to baby,Sensory ball,Being a baby😂,Uncomfortable,Sleep ,Plane,Public ,Look confused,Everything being about me,Growls,Not washing hands ,Stove 
4/6/2023 10:42:39,Sleep,Diapers,First steps,Read,Plush toy,Farts,Hunger,Clean,Plane ,Swimming,Poop,Sleep ,Farts,Sleeping ,Phone 
4/6/2023 10:42:54,Sleeping in,Takeout,First words,Sing ,Mirror,Fart,gas,Sleep,Airplane,Camping trip,Blowout,eating Milkshakes for all my meals,Get excited by a screen,Going through filing cabinets,Oven
4/6/2023 10:45:26,Sex,Alcohol ,First word ,Tv ,Tv ,Farts,Gas ,Sex ,Bar ,Sex ,Threw up ,No work ,Farts ,Sex ,Heater 
4/6/2023 10:48:17,Sleep,Diapers,First steps,Funny faces,Rattle,Farts,Hungry,Sleep,Movie theater ,At work,Spit up,Sleep,Poop,Sleeping,Outlet
4/6/2023 10:49:48,Sleep,Toys,First steps,Make silly faces,Lovey,Loud poop,Hunger,Chores,Cinema,Work,Spit up,Cuddles,Sleep,Invite guests,Poop
4/6/2023 10:53:02,Sleep,Diapers,First steps,Sing,Play gym,Fart,Gas,Sleep,Plane,At work,Fall,Cuddles,Snore,Video games,Stove
4/6/2023 10:53:58,Travel,Diapers (obviously). But now it's FOOD because our LO is on solids,First steps,Talk/conversation ,Empty Tupperware ,Poops,Teething,Sleep,Restaurant ,Bed,Grabbed an open bag of flour and dumped it out. Or grabbed a bunch of soil from a potted plant and put it in their mouth,Getting cuddled,Sleeps in,Turning the TV on,Knobs on the range
4/6/2023 10:56:36,Traveling ,Diapers,First step,Dance,The ceiling fan,Farts,Hungry,Sleep,Airplane ,At work ,Blowout diaper ,Sleep,Sleeps ,Drinking ,Knives 
4/6/2023 10:59:00,Sleeping in,Clothes,First steps/walking,Sing songs,Teethers,Poops in their pants,Hungry,Watch tv ,Airplane,At work,Spit up,Sleeping all day,Wants attention,Watching tv ,Stove 
4/6/2023 11:02:18,Sleep ,Caffeinated drinks,First word,Silly faces,Rattle,Farts!,Gas,Clean the house,Airplane,On a plane,Projectile poo :/,Lots of sleep,Burps,Smoking,Electrical outlet
4/6/2023 11:04:46,Sleep,Diapers,First Words,Music/Dancinf,Wrapping paper,Fuss,Doesn’t see parents ,Sleep,Airplane ,Vacation ,Got under the sink items ,Being held ,Snore ,Breast feeding ,Electricity outlet 
4/6/2023 11:07:23,Traveling,Diapers,Birthdays,Sing ,Stuffed animal ,Sneeze ,Needs a change/ went pee,Clean,Plane,Working,Smile,Doing nothing all day,Smile ,Sleeping ,Stove 
4/6/2023 11:07:44,Eating out,Dinner,First steps,Peek-a-boo,Mobile,Farts,Hungry,Watch TV,Airplane,Presenting for Work,Blowout,Cuddling,Whines,Drinking,Hot drink
4/6/2023 11:10:57,Sex,Coffee,First laugh,Peek a boo,Activty gym / play mat,Farts,They need their momma!,Shhh the baby,A restaurant ,Stuck in traffic,Puke,Naps,Sleeps,Having guests,My eyeball lol 
4/6/2023 11:11:35,Sleep ,Wine,First smile ,Make funny faces,Their hands,Fart,Hungry ,Shower,Airplane ,Stuck in traffic ,Fall off the changing table ,Sleeping all day ,Farts,Shake the baby ,The stove 
4/6/2023 11:23:31,Getting sleep,Baby clothes ,First steps ,Dance,Car keys,Baby toots,Tired,Sleep,Airplane,On vacation,Fall,Being carried all day,Fart,"Have someone over (bf, friends)",Their poop while you change them
4/6/2023 11:27:50,Sleep,Bigger clothes ,First words,Stroller walks,Crinkle books,Scream for food,Tired,Shower,Plane,In the car,Spit up,Rocked to sleep,Cranky when hungry ,Drinking ,Pet's fur
4/6/2023 11:29:51,Breaks when needed,Diapers,Firsts,Smile and talk to baby,Black and white anything ,Fart,Hungry,Clean,Airplane ,Working ,Peed/pooped on them ,Sleeping ,Fart,Ignoring baby,Pumping wires
4/6/2023 11:34:52,Sleep,Coffee,Walking,Sing,Crinkle toy,Farts,Hungry,Sleep,Airplane,On a cruise,Poop explosion,Sleeping,Never wear a shirt,Leaving baby alone,Electrical socket
4/6/2023 11:36:12,Sleep,Swaddles,First smile,Make faces,Crinkle book,Loud farts,Hungry,Sleep,Airplane,Car,Diaper blow out,Being carried around,Sleep startle,Drugs,Eyes 
4/6/2023 11:37:19,Sleep,Formula,First words,Use toys,Blocks,Shitting themselves/farting ,They shat themselves,Sex,Bus,Job interview,Broke something,Not having to work,Farts,Seeing their partner,Fire
4/6/2023 11:37:47,Sleep,Diapers,Birthdays,Make a funny face,Rattle,Poop themselves,Hungry,Watch tv,Gun range,Roller coaster,Ate a penny,No responsibility,Cries when hungry,Smoking,Knife
4/6/2023 11:39:21,Going out after 6om,Nappies,First steps,Peekaboo ,Rattle,Burps,The wind is blowing in the wrong direction ,Have sex,Plane,On public transport ,Poonami,Being fed on demand,Naps,Smoking,Fire
4/6/2023 11:41:15,Sleeeeeeep,Diapers,First steps,Playing peekaboo ,Rattle,Fart,Gas,Watch YouTube ,Airplane ,Outside in public ,Pooped,Napping in a stroller,Fart,Sleeping ,Outlet 
4/6/2023 11:41:38,Going out on a whim,diapers,graduation,make silly faces,an empty box,pick's her nose,hungry,sleep,plane,at work,fall down,no stress,smiles,having her boyfriend over,Stove
4/6/2023 11:48:51,Sleeping in!,Diapers,First steps,Peek-a-boo ,Rattle,Fart,Hungry,Chores/Cleaning,Airplane,Shopping,Spit up,Sleeping,Farts,Sleeping,Electrical outlet
4/6/2023 11:50:05,Sleep,Diapers,Birth ,Make faces,Rattle,Chew on stuff,Hungry,Sleep,Airplane,At church,Diaper blowout,Naptime,Don’t know,Drugs,Electrical outlets
4/6/2023 11:51:19,alone time,diapers,first word,blow raspberries,contrast cards,drool on you,hungry,clean,plane,at the store,spit up,cuddles,farts,drinking,hot coffee
4/6/2023 11:56:09,Freedom/spontaneity (ability to just up and go if you need something from the store),Diapers,First steps,Make faces,Teether toys,Blows bubbles,Gas,Clean and wash dishes,Air plane,On a boat,Pooped,Napping,Fights sleep,Drugs/drinking,Cat litter
4/6/2023 12:04:00,Sleep,Diapers,First steps,Peek a boo,Mobile,Gas ,Gas,Have sex,Restaurant,Funeral,Blowout diaper ,Being carried around,Pouts ,Drinking,Wall outlet
4/6/2023 12:15:31,Sleeping,Wet wipes,First steps,Dance with baby,Rattle,Poop face,Hungry,Clean the house,Airplane,Meeting with the boss,Spit up,Sleep anywhere and anytime,Farts,Smoking,Phone
4/6/2023 12:18:04,Free time,Diapers,Birthdays,Baby talk,Rattle,Fart,Hungry,Clean,Airplane,Airplane,Blowout,Sleeping a lot,Fart,Drinking alcohol,Electrical outlets
4/6/2023 12:19:23,Sleep,Diapers,First Word,Sing,Playmat Piano,Fart,Hunger,Chores ,Movie Theater,Shopping,Spit up,Napping,Makes messes,Video call,Coffee 
4/6/2023 12:22:15,Sleep,Diapers,First word,Make funny faces,Visual cards,Fart,Hungry,Sleep,Airplane ,Driving,Have a blowout,Being cared for,Sleeps loudly,Drinking,Their poop
4/6/2023 12:24:56,Showers,Wipes,First words,Funny faces ,Rattle ,Fart ,Gas,Sleep,Airplane ,At work ,Blowout ,Exploring new things ,Sleeps with mouth open ,Drinking,Coffee
4/6/2023 12:28:28,Alone time,Toys baby isn't interested in,First smile,Baby talk,Trash,Lets a big one rip,Hunger ,Nothing,Sauna ,Ice skating ,Eat the pet's food ,Having all my needs meet without lifting a finger,Man flu,Procreating,Electrical outlet
4/6/2023 12:29:10,Sleep,Wipes,First steps,Sing ,Rattle,Blow raspberries ,Hungry,Clean,Airplane ,In public,Diaper blowout,Not working,Farts ,Drinking ,Poop
4/6/2023 12:30:57,Going out,Clothes,Milestones,Sing,Play mat,Burp/fart,Needs cuddles,Clean,Plane,At work,Pooped,Being swaddled,Makes a mess,Drinking,Their own poop
4/6/2023 12:33:09,Sleep,Diapers,First word,Peekaboo ,Rattle,Scream ,Hunger,Laundry ,Library ,Grocery store ,Blowout ,Sleeping ,Snoring ,Drinking,Electrical outlet 
4/6/2023 12:33:52,Freedom,Diapers ,First steps ,Make silly faces ,Book,Farts super loudly in public ,Hungry ,Shower ,Airplane ,In an airplane ,Barfed/spit up,Sleep,Whines ,Sleeping while baby is awake ,Outlets 
4/6/2023 12:41:00,Autonomy,Diapers,First words,Peekaboo ,Rattle,Sharts ,Hungry,Clean the house,A plane,Out in public,Spit up,Naps,Toots,Drinking,My wine glass lol
4/6/2023 12:45:13,Sleeping in,Take out,First word,Bounce,Pacifier,Mimic,Hungry,Dishes,Plane,In bed,Fall over,Diaper change,Sneeze,Phone,Stove
4/6/2023 12:47:52,Spontaneous trips,Diapers,First steps,Narrator their lives,Rattle,Poop and smile,Poop,Sleep,Airplane,In public,Tried to eat something it shouldn’t have,Everything being done for me,Whines when he’s sick,Smoking,Dog food
4/6/2023 12:50:30,Going out impromptu,Diapers,Birthday,Dance,Visual book,Fart,Hungry,Watch TV,Airplane,Work ,Spill milk,Sleeping,Smile,Inviting people over,Outlet
4/6/2023 12:52:46,Sleep,Diapers,Graduation,Sing,Rattle,Fart,Hungry,Clean,Airplane,Shopping,Cried,Sleep,Farts,Sleeping,Outlet
4/6/2023 12:52:56,Freedom,Diapers,First steps,Peekaboo,Mirror,Toots,Hungry ,Sleep,Restaurant ,Driving,Poop,Sleeeeep,Sleeps,Sleeping,Electrical outlets 
4/6/2023 12:53:20,alone time,clothes,first day of school,blow raspberries,crinkle toys,burping,gas,take a shower,a plane,in a movie theater,had a blowout,being carried everywhere,whining,smoking,the dog
4/6/2023 12:55:53,Sleep,Diapers,First steps/walking,Sing ,Rattle,Toots,Hungry,Clean? Idk,Movie theatre,Driving,Spit up/vomit,Milk,Toots,Sleeping,Electrical socket
4/6/2023 13:07:07,sleeping in ,diapers ,first steps ,sing ,sensory ,throw up ,dirty diaper ,sleep ,airplane ,traffic ,throw up ,naps ,stubborn ,smoking ,electrical sockets 
4/6/2023 13:14:41,Sleep,Diapers,First steps ,Sing,Water mat,Poops,Hungry,Eat,Plane,Meeting,Spit up everywhere,Being held,Whines,Sleeping,Cat litter
4/6/2023 13:20:18,Sex,Diapers,First words,Silly sounds ,Ceiling fan ,Fart,Hungry,Sleep,Airplane ,Shopping ,Poop blowout ,Snuggled to sleep,Farts a lot ,Drinking ,Hot coffee 
4/6/2023 13:26:27,Sleep,Pacifiers,Walking,Singing,Rattle,Fart,Dirty diaper,Sleep,Movie theater,Road trip,Blowout diaper,No responsibilities,Stretch sounds,Smoking,Stove
4/6/2023 13:28:15,Sleep,Diapers,Firsts ,Shake keys,Balloon,Farts,Hungry,Clean and sleep,Movie theater,Somewhere foreign,Fell over,Naps,Eats a lot,Drinking ,Outlet
4/6/2023 13:28:52,Sleep,Diapers,First word,Make silly faces,Crinkle books ,Farts,Wind,Eat,Plane,Car breakdown,Threw up ,Sleeping whenever I want,Eats messy ,Smoking,Knives
4/6/2023 13:30:40,Sleep,Diapers,First steps,Clap,Rattle,Fart,Hungry ,Sex,Airplane ,Traveling ,Fell over,Being rocked in rocking chair,Plays,Scrolling phone,Knife 
4/6/2023 13:32:03,Sleep,Diapers ,Birth ,Make silly faces,Rattle ,Animated loud pooping in public ,Dirty diaper,Shower,Airplane ,Job interview ,Spit up,"Only responsibility's are  Sleep, eat, cuddle ",Sleep anywhere ,My husband ,Nose ring or other piercing 
4/6/2023 13:38:59,Sleep,Diapers,Birth,Peek a boo,Stacking cups,Fart/shart,Hungry ,Sleep,Airplane ,Roadtrip ,Barf,Sleeping,Sleep,Sleep,Outlets
4/6/2023 13:45:17,going out after dark,butt cream,first steps,make silly faces,a mirror,farts ,I sneezed,eat,a strip club,walking around an art gallery,drop the spoon again,sleeping uninterrupted ,I got nothing for this one,picking up toys after they're played with,knives
4/6/2023 13:46:26,Sleep,Diapers,First walk,Hit themselves,Stuffed animal,Farting,Full diaper,Clean,Plane,Work,Peed on them,Living in the moment,Sleeps,Smoking,Other people's breasts
4/6/2023 13:46:58,Sex,Diapers,Birthday,Sing,Rattle,Fart,Hungry,Clean,Airplane,Driving,Puke,Sleep,Smile,Sleeping,Stove
4/6/2023 14:10:27,Sleep,Diapers,First word,Baby talk,Rattle,farts,hungry,Clean the house,restaurant,in the car,spit up,no responsibilities,gets upset when hungry or tired,having friends over,electrical cord
4/6/2023 14:14:02,Sleep,Diapers,First steps ,Peek a boo,Rattle,Farts,Hungry,Sleep,Airplane ,Work,Spit up,Sleeping in mom’s arms ,Drools,Drinking alcohol ,Outlet 
4/6/2023 14:20:10,Sleep,Diapers,Birthday,Make faces,Rattle socks,Fart,Baby is naked,Shower,Airplane,Grocery shopping,Fell off the bed,Sleeping,Farts,Drugs,Oven
4/6/2023 14:29:56,Sleep,Baby wipes,First steps,Make faces,Kick n play,Farts,Hungry,Laundry,Airplane,Flying,Spit up,Snuggles,Plays with my boobs,Heroin,Outlets
4/6/2023 14:33:24,Sleep,Diapers,First word,Peek a boo,Rattle,Drool,Hungry,Clean,Plane,Working,Pooped,Being carried around,Likes boobs,Sleeping,Long hair
4/6/2023 14:35:09,Sleep,Diapers,First steps,Sing ,Rattle,Blow spit bubbles ,Gas,Sleep,Airplane,Out in public ,Spit up ,No responsibilities,Farts anywhere ,Smoking,Knife 
4/6/2023 14:36:32,Television ,Diapers ,First laugh,Beat boxing ,Fisher price baby gym,Joyful Scream,Overtired ,Laundry ,Plane ,At work ,Woke up ,Eating all the time ,Pouting ,Using a knife ,Fireplace 
4/6/2023 14:37:08,Sleep,Coffee,First steps,Funny faces,Rattle,Fart,Hungry,Clean,Airplane ,Store,Blowout ,Sleeping ,Farts,Drinking ,Poop
4/6/2023 14:38:22,Free time ,Pacifiers,First steps ,Peek a boo,Rattle ,Farts,Hungry ,Clean,Movie theater ,At work ,Vomit,Being held ,Nap,Drugs ,Pets food 
4/6/2023 14:39:34,Leaving the house quick,Diapers,Birthday ,Silly faces/sounds,Little bear,Farts,Hungry,Sleep,Air plane ,Restaurant,Spit up,Being held,Sleeps,Smoking,Dogs tongue 
4/6/2023 14:52:10,Sleep,Diapers,First smile,Sing,Rattle,Pout,Hunger,Laundry,Airplane,While asleep in bed,Spit up,Cuddles,Sleeps,Smoking,Power outlet
4/6/2023 14:59:24,Sex,Wipes,First word,Dance,Sensory book,Fart,Wants mom,Eat,Movies,Driving,Spit up everywhere ,Being held,Not having patience ,Watch TV and not baby,Chemicals/Cleaning bottles 
4/6/2023 15:00:55,Sleep,Diapers,First step,Play Peek-a-boo,Rattle,Burp,Hungry,Chores,Airplane,Too far from hospital,Diaper explosion,Sleep,Want me,Neglecting baby,Knife
4/6/2023 15:03:20,Sleep,Diapers,First steps/word etc,Silly faces,Rattle,Fart,Hungry,Be quieter,Airplane ,In public,Cry,Sleeping,Sleeps,Having their SO over,Moms Eyeballs
4/6/2023 15:04:42,Sleep,Diapers,First steps,Sing,Teddy,Fart ,Hungry,Sleep,Airplane ,At work,Spit up ,Sleep ,Sleep ,Smoke ,Poop 
